timestamp,temperatura
2025-06-17 19:01:35,11.8
2025-06-17 19:01:37,11.8
2025-06-17 19:01:39,11.8
2025-06-17 19:01:41,11.7
2025-06-17 19:01:43,11.8
2025-06-17 19:01:45,11.8
2025-06-17 19:01:47,11.8
2025-06-17 19:01:49,11.8
2025-06-17 19:01:51,11.8
2025-06-17 19:01:53,11.8
2025-06-17 19:01:55,11.8
2025-06-17 19:01:57,11.7
2025-06-17 19:01:59,11.8
2025-06-17 19:02:01,11.8
2025-06-17 19:02:03,11.8
2025-06-17 19:02:05,11.7
2025-06-17 19:02:07,11.8
2025-06-17 19:02:09,11.8
2025-06-17 19:02:11,11.8
2025-06-17 19:02:13,11.8
2025-06-17 19:02:15,11.8
2025-06-17 19:02:17,11.8
2025-06-17 19:02:19,11.8
2025-06-17 19:02:21,11.8
2025-06-17 19:02:23,11.8
2025-06-17 19:02:25,11.8
2025-06-17 19:02:27,11.8
2025-06-17 19:02:29,11.8
2025-06-17 19:02:31,11.8
2025-06-17 19:02:33,11.8
2025-06-17 19:02:35,11.8
2025-06-17 19:02:37,11.8
2025-06-17 19:02:39,11.8
2025-06-17 19:02:41,11.8
2025-06-17 19:02:43,11.8
2025-06-17 19:02:45,11.8
2025-06-17 19:02:47,11.8
2025-06-17 19:02:49,11.8
2025-06-17 19:02:51,11.8
2025-06-17 19:02:53,11.8
2025-06-17 19:02:55,11.8
2025-06-17 19:02:57,11.8
2025-06-17 19:02:59,11.8
2025-06-17 19:03:01,11.8
2025-06-17 19:03:03,11.8
2025-06-17 19:03:05,11.8
2025-06-17 19:03:07,11.8
2025-06-17 19:03:09,11.8
2025-06-17 19:03:11,11.8
2025-06-17 19:03:13,11.8
2025-06-17 19:03:15,11.8
2025-06-17 19:03:17,11.8
2025-06-17 19:03:19,11.8
2025-06-17 19:03:21,11.8
2025-06-17 19:03:23,11.8
2025-06-17 19:03:25,11.8
2025-06-17 19:03:27,11.8
2025-06-17 19:03:29,11.8
2025-06-17 19:03:31,11.8
2025-06-17 19:03:33,11.7
2025-06-17 19:03:35,11.8
2025-06-17 19:03:37,11.8
2025-06-17 19:03:39,11.8
2025-06-17 19:03:41,11.7
2025-06-17 19:03:43,11.8
2025-06-17 19:03:45,11.8
2025-06-17 19:03:47,11.8
2025-06-17 19:03:49,11.7
2025-06-17 19:03:51,11.8
2025-06-17 19:03:53,11.7
2025-06-17 19:03:55,11.8
2025-06-17 19:03:57,11.7
2025-06-17 19:03:59,11.8
2025-06-17 19:04:01,11.8
2025-06-17 19:04:03,11.8
2025-06-17 19:04:05,11.8
2025-06-17 19:04:07,11.8
2025-06-17 19:04:09,11.8
2025-06-17 19:04:11,11.8
2025-06-17 19:04:13,11.8
2025-06-17 19:04:15,11.8
2025-06-17 19:04:17,11.8
2025-06-17 19:04:19,11.8
2025-06-17 19:04:21,11.8
2025-06-17 19:04:23,11.8
2025-06-17 19:04:25,11.8
2025-06-17 19:04:28,11.7
2025-06-17 19:04:29,11.8
2025-06-17 19:04:31,11.8
2025-06-17 19:04:33,11.8
2025-06-17 19:04:35,11.8
2025-06-17 19:04:37,11.7
2025-06-17 19:04:39,11.8
2025-06-17 19:04:41,11.7
2025-06-17 19:04:43,11.8
2025-06-17 19:04:45,11.7
2025-06-17 19:04:47,11.8
2025-06-17 19:04:49,11.8
2025-06-17 19:04:51,11.8
2025-06-17 19:04:53,11.7
2025-06-17 19:04:55,11.8
2025-06-17 19:04:57,11.8
2025-06-17 19:04:59,11.7
2025-06-17 19:05:01,11.7
2025-06-17 19:05:03,11.8
2025-06-17 19:05:05,11.8
2025-06-17 19:05:07,11.7
2025-06-17 19:05:09,11.8
2025-06-17 19:05:12,11.7
2025-06-17 19:05:13,11.8
2025-06-17 19:05:15,11.7
2025-06-17 19:05:17,11.7
2025-06-17 19:05:19,11.7
2025-06-17 19:05:21,11.7
2025-06-17 19:05:23,11.8
2025-06-17 19:05:25,11.7
2025-06-17 19:05:27,11.7
2025-06-17 19:05:29,11.7
2025-06-17 19:05:31,11.7
2025-06-17 19:05:33,11.7
2025-06-17 19:05:35,11.8
2025-06-17 19:05:37,11.7
2025-06-17 19:05:39,11.7
2025-06-17 19:05:41,11.7
2025-06-17 19:05:43,11.7
2025-06-17 19:05:45,11.7
2025-06-17 19:05:47,11.7
2025-06-17 19:05:49,11.7
2025-06-17 19:05:51,11.7
2025-06-17 19:05:53,11.7
2025-06-17 19:05:55,11.8
2025-06-17 19:05:57,11.7
2025-06-17 19:05:59,11.7
2025-06-17 19:06:01,11.7
2025-06-17 19:06:03,11.7
2025-06-17 19:06:05,11.7
2025-06-17 19:06:07,11.7
2025-06-17 19:06:09,11.7
2025-06-17 19:06:11,11.8
2025-06-17 19:06:13,11.7
2025-06-17 19:06:15,11.8
2025-06-17 19:06:18,11.7
2025-06-17 19:06:20,11.7
2025-06-17 19:06:22,11.7
2025-06-17 19:06:23,11.7
2025-06-17 19:06:26,11.7
2025-06-17 19:06:28,11.7
2025-06-17 19:06:30,11.7
2025-06-17 19:06:32,11.7
2025-06-17 19:06:34,11.7
2025-06-17 19:06:35,11.7
2025-06-17 19:06:37,11.7
2025-06-17 19:06:39,11.7
2025-06-17 19:06:41,11.7
2025-06-17 19:06:43,11.7
2025-06-17 19:06:46,11.7
2025-06-17 19:06:48,11.7
2025-06-17 19:06:49,11.7
2025-06-17 19:06:51,11.7
2025-06-17 19:06:53,11.7
2025-06-17 19:06:56,11.7
2025-06-17 19:06:57,11.7
2025-06-17 19:06:59,11.7
2025-06-17 19:07:02,11.7
2025-06-17 19:07:04,11.7
2025-06-17 19:07:05,11.7
2025-06-17 19:07:07,11.7
2025-06-17 19:07:09,11.7
2025-06-17 19:07:12,11.7
2025-06-17 19:07:13,11.7
2025-06-17 19:07:15,11.7
2025-06-17 19:07:18,11.7
2025-06-17 19:07:19,11.7
2025-06-17 19:07:21,11.6
2025-06-17 19:07:23,11.7
2025-06-17 19:07:25,11.7
2025-06-17 19:07:27,11.7
2025-06-17 19:07:29,11.6
2025-06-17 19:07:31,11.7
2025-06-17 19:07:34,11.7
2025-06-17 19:07:35,11.7
2025-06-17 19:07:37,11.6
2025-06-17 19:07:40,11.7
2025-06-17 19:07:41,11.7
2025-06-17 19:07:43,11.6
2025-06-17 19:07:45,11.6
2025-06-17 19:07:48,11.7
2025-06-17 19:07:49,11.7
2025-06-17 19:07:51,11.6
2025-06-17 19:07:53,11.6
2025-06-17 19:07:55,11.7
2025-06-17 19:07:57,11.7
2025-06-17 19:07:59,11.6
2025-06-17 19:08:01,11.6
