timestamp,humedad_suelo
2025-06-18 05:26:33,49.0
2025-06-18 05:26:36,49.0
2025-06-18 05:26:37,48.0
2025-06-18 05:26:39,49.0
2025-06-18 05:26:41,48.0
2025-06-18 05:26:43,49.0
2025-06-18 05:26:45,49.0
2025-06-18 05:26:47,49.0
2025-06-18 05:26:49,49.0
2025-06-18 05:26:51,48.0
2025-06-18 05:26:52,49.0
2025-06-18 05:26:55,49.0
2025-06-18 05:26:57,49.0
2025-06-18 05:26:58,49.0
2025-06-18 05:27:01,49.0
2025-06-18 05:27:02,49.0
2025-06-18 05:27:05,49.0
2025-06-18 05:27:06,49.0
2025-06-18 05:27:09,49.0
2025-06-18 05:27:11,49.0
2025-06-18 05:27:13,48.0
2025-06-18 05:27:15,49.0
2025-06-18 05:27:17,49.0
2025-06-18 05:27:19,49.0
2025-06-18 05:27:21,49.0
2025-06-18 05:27:23,49.0
2025-06-18 05:27:25,49.0
2025-06-18 05:27:27,49.0
2025-06-18 05:27:29,49.0
2025-06-18 05:27:31,49.0
2025-06-18 05:27:33,49.0
2025-06-18 05:27:35,49.0
2025-06-18 05:27:37,49.0
2025-06-18 05:27:39,48.0
2025-06-18 05:27:41,49.0
2025-06-18 05:27:44,49.0
2025-06-18 05:27:45,49.0
2025-06-18 05:27:47,49.0
2025-06-18 05:27:49,49.0
2025-06-18 05:27:50,49.0
2025-06-18 05:27:53,48.0
2025-06-18 05:27:55,49.0
2025-06-18 05:27:56,49.0
2025-06-18 05:27:59,49.0
2025-06-18 05:28:01,49.0
2025-06-18 05:28:03,49.0
2025-06-18 05:28:05,48.0
2025-06-18 05:28:07,49.0
2025-06-18 05:28:09,49.0
2025-06-18 05:28:11,49.0
2025-06-18 05:28:13,50.0
2025-06-18 05:28:15,49.0
2025-06-18 05:28:17,50.0
2025-06-18 05:28:19,49.0
2025-06-18 05:28:21,48.0
2025-06-18 05:28:23,49.0
2025-06-18 05:28:26,49.0
2025-06-18 05:28:28,49.0
2025-06-18 05:28:30,49.0
2025-06-18 05:28:31,49.0
2025-06-18 05:28:33,49.0
2025-06-18 05:28:35,49.0
2025-06-18 05:28:37,49.0
2025-06-18 05:28:39,49.0
2025-06-18 05:28:41,49.0
2025-06-18 05:28:43,49.0
2025-06-18 05:28:45,48.0
2025-06-18 05:28:47,49.0
2025-06-18 05:28:49,49.0
2025-06-18 05:28:51,48.0
2025-06-18 05:28:53,49.0
2025-06-18 05:28:55,49.0
2025-06-18 05:28:57,49.0
2025-06-18 05:28:59,49.0
2025-06-18 05:29:01,48.0
2025-06-18 05:29:03,49.0
2025-06-18 05:29:05,48.0
2025-06-18 05:29:08,49.0
2025-06-18 05:29:09,48.0
2025-06-18 05:29:11,49.0
2025-06-18 05:29:13,48.0
2025-06-18 05:29:15,49.0
2025-06-18 05:29:17,49.0
2025-06-18 05:29:20,49.0
2025-06-18 05:29:21,49.0
2025-06-18 05:29:23,49.0
2025-06-18 05:29:25,49.0
2025-06-18 05:29:27,49.0
2025-06-18 05:29:29,49.0
2025-06-18 05:29:31,48.0
2025-06-18 05:29:33,49.0
2025-06-18 05:29:35,49.0
2025-06-18 05:29:37,49.0
2025-06-18 05:29:39,49.0
