timestamp,humedad_ambiente
2025-06-17 19:19:56,60.6
2025-06-17 19:19:59,60.6
2025-06-17 19:20:01,60.5
2025-06-17 19:20:02,60.5
2025-06-17 19:20:05,60.5
2025-06-17 19:20:05,60.6
2025-06-17 19:20:09,60.6
2025-06-17 19:20:10,60.6
2025-06-17 19:20:13,60.6
2025-06-17 19:20:13,60.6
2025-06-17 19:20:16,60.6
2025-06-17 19:20:18,60.6
2025-06-17 19:20:21,60.6
2025-06-17 19:20:22,60.6
2025-06-17 19:20:25,60.6
2025-06-17 19:20:31,60.6
2025-06-17 19:20:31,60.6
2025-06-17 19:20:33,60.7
2025-06-17 19:20:37,60.7
2025-06-17 19:20:37,60.6
2025-06-17 19:20:45,60.6
2025-06-17 19:20:47,60.7
2025-06-17 19:20:49,60.8
2025-06-17 19:20:49,60.8
2025-06-17 19:20:49,60.8
2025-06-17 19:20:50,60.8
2025-06-17 19:20:50,60.8
2025-06-17 19:20:51,60.8
2025-06-17 19:20:53,60.7
2025-06-17 19:20:58,60.7
2025-06-17 19:20:58,60.8
2025-06-17 19:21:01,60.7
2025-06-17 19:21:03,60.7
2025-06-17 19:21:06,60.7
2025-06-17 19:21:06,60.6
2025-06-17 19:21:08,60.6
2025-06-17 19:21:15,60.5
2025-06-17 19:21:15,60.6
2025-06-17 19:21:16,60.5
2025-06-17 19:21:18,60.5
2025-06-17 19:21:19,60.6
2025-06-17 19:21:19,60.5
2025-06-17 19:21:21,60.5
2025-06-17 19:21:23,60.5
2025-06-17 19:21:26,60.5
2025-06-17 19:21:27,60.5
2025-06-17 19:21:29,60.5
2025-06-17 19:21:31,60.5
2025-06-17 19:21:33,60.5
2025-06-17 19:21:35,60.5
2025-06-17 19:21:37,60.5
2025-06-17 19:21:40,60.6
2025-06-17 19:21:41,60.6
2025-06-17 19:21:44,60.7
2025-06-17 19:21:45,60.8
2025-06-17 19:21:47,60.8
2025-06-17 19:21:49,60.9
2025-06-17 19:21:51,61.0
2025-06-17 19:21:54,60.8
2025-06-17 19:21:55,60.9
2025-06-17 19:21:58,60.8
2025-06-17 19:22:00,60.9
2025-06-17 19:22:02,60.8
2025-06-17 19:22:04,60.8
2025-06-17 19:22:06,60.9
2025-06-17 19:22:08,60.9
2025-06-17 19:22:10,61.0
2025-06-17 19:22:11,60.9
2025-06-17 19:22:14,60.9
2025-06-17 19:22:15,60.9
2025-06-17 19:22:17,61.0
2025-06-17 19:22:20,60.9
2025-06-17 19:22:21,60.9
2025-06-17 19:22:24,61.0
2025-06-17 19:22:25,61.0
2025-06-17 19:22:28,61.1
2025-06-17 19:22:29,61.1
2025-06-17 19:22:31,61.1
2025-06-17 19:22:34,61.1
2025-06-17 19:22:36,61.1
2025-06-17 19:22:37,61.2
2025-06-17 19:22:39,61.3
2025-06-17 19:22:42,61.3
2025-06-17 19:22:43,61.3
2025-06-17 19:22:46,61.3
2025-06-17 19:22:47,61.4
2025-06-17 19:22:50,61.5
2025-06-17 19:22:51,61.5
2025-06-17 19:22:53,61.5
2025-06-17 19:22:56,61.5
2025-06-17 19:22:57,61.6
2025-06-17 19:23:00,61.6
2025-06-17 19:23:02,61.6
2025-06-17 19:23:03,61.5
2025-06-17 19:23:06,61.6
2025-06-17 19:23:07,61.6
2025-06-17 19:23:09,61.6
2025-06-17 19:23:12,61.5
2025-06-17 19:23:15,61.5
2025-06-17 19:23:15,61.5
2025-06-17 19:23:18,61.6
2025-06-17 19:23:19,61.5
2025-06-17 19:23:22,61.5
2025-06-17 19:23:23,61.5
2025-06-17 19:23:26,61.4
2025-06-17 19:23:28,61.5
2025-06-17 19:23:30,61.5
2025-06-17 19:23:31,61.5
2025-06-17 19:23:34,61.6
2025-06-17 19:23:36,61.5
2025-06-17 19:23:38,61.5
2025-06-17 19:23:40,61.5
2025-06-17 19:23:41,61.5
2025-06-17 19:23:43,61.6
2025-06-17 19:23:45,61.7
2025-06-17 19:23:48,61.8
2025-06-17 19:23:49,61.8
2025-06-17 19:23:51,61.9
2025-06-17 19:23:53,61.8
2025-06-17 19:23:55,61.8
2025-06-17 19:23:58,61.9
2025-06-17 19:23:59,61.8
2025-06-17 19:24:01,61.9
2025-06-17 19:24:04,61.9
2025-06-17 19:24:05,61.8
2025-06-17 19:24:08,61.9
2025-06-17 19:24:10,61.9
2025-06-17 19:24:12,61.8
2025-06-17 19:24:14,61.9
2025-06-17 19:24:16,61.8
2025-06-17 19:24:18,61.8
2025-06-17 19:24:19,61.8
2025-06-17 19:24:22,61.9
2025-06-17 19:24:24,61.9
2025-06-17 19:24:25,61.9
2025-06-17 19:24:27,61.9
2025-06-17 19:24:29,61.9
2025-06-17 19:24:31,61.9
2025-06-17 19:24:34,61.9
2025-06-17 19:24:35,61.9
2025-06-17 19:24:37,62.0
2025-06-17 19:24:39,61.9
2025-06-17 19:24:43,61.9
2025-06-17 19:24:43,61.9
2025-06-17 19:24:45,61.9
2025-06-17 19:24:49,62.0
2025-06-17 19:24:50,62.0
2025-06-17 19:24:52,61.9
2025-06-17 19:24:54,61.9
2025-06-17 19:24:56,61.9
2025-06-17 19:24:58,61.9
2025-06-17 19:25:00,61.9
2025-06-17 19:25:01,61.9
2025-06-17 19:25:03,61.9
2025-06-17 19:25:05,62.0
2025-06-17 19:25:07,61.9
2025-06-17 19:25:09,61.9
2025-06-17 19:25:12,62.0
2025-06-17 19:25:14,62.1
2025-06-17 19:25:15,62.1
2025-06-17 19:25:18,62.2
2025-06-17 19:25:19,62.3
2025-06-17 19:25:22,62.2
2025-06-17 19:25:25,62.3
2025-06-17 19:25:26,62.4
2025-06-17 19:25:28,62.4
2025-06-17 19:25:30,62.4
2025-06-17 19:25:32,62.4
2025-06-17 19:25:34,62.3
2025-06-17 19:25:36,62.4
2025-06-17 19:25:38,62.3
2025-06-17 19:25:40,62.5
2025-06-17 19:25:42,62.4
2025-06-17 19:25:44,62.4
2025-06-17 19:25:46,62.4
2025-06-17 19:25:48,62.4
2025-06-17 19:25:50,62.4
2025-06-17 19:25:52,62.4
2025-06-17 19:25:54,62.4
2025-06-17 19:25:56,62.3
2025-06-17 19:25:57,62.4
2025-06-17 19:25:59,62.3
2025-06-17 19:26:01,62.3
2025-06-17 19:26:04,62.3
2025-06-17 19:26:05,62.3
2025-06-17 19:26:08,62.3
2025-06-17 19:26:09,62.3
2025-06-17 19:26:13,62.3
2025-06-17 19:26:13,62.3
2025-06-17 19:26:16,62.4
2025-06-17 19:26:18,62.3
2025-06-17 19:26:20,62.4
2025-06-17 19:26:22,62.3
2025-06-17 19:26:25,62.3
2025-06-17 19:26:25,62.4
2025-06-17 19:26:28,62.4
2025-06-17 19:26:31,62.3
2025-06-17 19:26:31,62.4
2025-06-17 19:26:36,62.3
2025-06-17 19:26:36,62.3
2025-06-17 19:26:39,62.3
2025-06-17 19:26:40,62.3
2025-06-17 19:26:42,62.4
2025-06-17 19:26:44,62.5
2025-06-17 19:26:46,62.5
2025-06-17 19:26:47,62.5
2025-06-17 19:26:50,62.6
2025-06-17 19:26:51,62.6
2025-06-17 19:26:53,62.6
2025-06-17 19:26:56,62.7
2025-06-17 19:26:58,62.6
2025-06-17 19:26:59,62.6
2025-06-17 19:27:02,62.6
2025-06-17 19:27:03,62.6
2025-06-17 19:27:06,62.6
2025-06-17 19:27:08,62.7
2025-06-17 19:27:09,62.8
2025-06-17 19:27:12,62.9
2025-06-17 19:27:14,62.9
2025-06-17 19:27:16,62.9
2025-06-17 19:27:18,63.0
2025-06-17 19:27:19,63.0
2025-06-17 19:27:22,63.1
2025-06-17 19:27:23,63.0
2025-06-17 19:27:26,63.0
2025-06-17 19:27:27,63.0
2025-06-17 19:27:30,63.1
2025-06-17 19:27:31,63.0
2025-06-17 19:27:34,63.0
2025-06-17 19:27:36,63.1
2025-06-17 19:27:37,63.0
2025-06-17 19:27:39,63.0
2025-06-17 19:27:42,63.0
2025-06-17 19:27:43,63.0
2025-06-17 19:27:45,63.0
2025-06-17 19:27:47,63.0
2025-06-17 19:27:50,63.0
2025-06-17 19:27:52,63.0
2025-06-17 19:27:54,63.0
2025-06-17 19:27:56,62.9
2025-06-17 19:27:58,63.0
2025-06-17 19:28:00,62.9
2025-06-17 19:28:01,63.0
2025-06-17 19:28:04,62.9
2025-06-17 19:28:06,62.9
2025-06-17 19:28:07,63.1
2025-06-17 19:28:10,63.1
2025-06-17 19:28:11,63.2
2025-06-17 19:28:13,63.3
2025-06-17 19:28:16,63.2
2025-06-17 19:28:17,63.2
2025-06-17 19:28:20,63.3
2025-06-17 19:28:22,63.4
2025-06-17 19:28:24,63.4
2025-06-17 19:28:25,63.4
2025-06-17 19:28:28,63.4
2025-06-17 19:28:30,63.4
2025-06-17 19:28:31,63.4
2025-06-17 19:28:34,63.4
2025-06-17 19:28:36,63.4
2025-06-17 19:28:38,63.5
2025-06-17 19:28:40,63.6
2025-06-17 19:28:42,63.6
2025-06-17 19:28:43,63.6
2025-06-17 19:28:46,63.6
2025-06-17 19:28:48,63.6
2025-06-17 19:28:49,63.6
2025-06-17 19:28:52,63.5
2025-06-17 19:28:54,63.6
2025-06-17 19:28:55,63.6
2025-06-17 19:28:58,63.6
2025-06-17 19:29:00,63.6
2025-06-17 19:29:01,63.6
2025-06-17 19:29:04,63.6
2025-06-17 19:29:05,63.6
2025-06-17 19:29:08,63.6
2025-06-17 19:29:09,63.6
2025-06-17 19:29:12,63.6
2025-06-17 19:29:13,63.7
2025-06-17 19:29:15,63.7
2025-06-17 19:29:18,63.6
2025-06-17 19:29:19,63.7
2025-06-17 19:29:22,63.6
2025-06-17 19:29:24,63.6
2025-06-17 19:29:25,63.6
2025-06-17 19:29:28,63.5
2025-06-17 19:29:29,63.5
2025-06-17 19:29:32,63.4
2025-06-17 19:29:33,63.4
2025-06-17 19:29:35,63.5
2025-06-17 19:29:38,63.5
2025-06-17 19:29:40,63.6
2025-06-17 19:29:41,63.7
2025-06-17 19:29:44,63.8
2025-06-17 19:29:46,63.9
2025-06-17 19:29:47,63.9
2025-06-17 19:29:50,63.9
2025-06-17 19:29:51,64.0
2025-06-17 19:29:53,63.9
2025-06-17 19:29:56,64.0
2025-06-17 19:29:58,63.9
2025-06-17 19:30:01,63.9
2025-06-17 19:30:03,63.9
2025-06-17 19:30:03,63.9
2025-06-17 19:30:06,63.8
2025-06-17 19:30:10,63.8
2025-06-17 19:30:10,63.7
2025-06-17 19:30:14,63.7
2025-06-17 19:30:14,63.8
2025-06-17 19:30:17,63.8
2025-06-17 19:30:18,63.8
2025-06-17 19:30:22,63.8
2025-06-17 19:30:22,63.7
2025-06-17 19:30:24,63.7
2025-06-17 19:30:27,63.8
2025-06-17 19:30:28,63.6
2025-06-17 19:30:30,63.7
2025-06-17 19:30:33,63.6
2025-06-17 19:30:35,63.6
2025-06-17 19:30:36,63.6
2025-06-17 19:30:38,63.6
2025-06-17 19:30:40,63.5
2025-06-17 19:30:42,63.6
2025-06-17 19:30:43,63.6
2025-06-17 19:30:46,63.5
2025-06-17 19:30:48,63.6
2025-06-17 19:30:50,63.7
2025-06-17 19:30:52,63.8
2025-06-17 19:30:54,63.7
2025-06-17 19:30:55,63.7
2025-06-17 19:30:58,63.7
2025-06-17 19:31:00,63.6
2025-06-17 19:31:02,63.7
2025-06-17 19:31:04,63.7
2025-06-17 19:31:06,63.6
2025-06-17 19:31:08,63.5
2025-06-17 19:31:10,63.6
2025-06-17 19:31:12,63.5
2025-06-17 19:31:14,63.5
2025-06-17 19:31:16,63.4
2025-06-17 19:31:18,63.3
2025-06-17 19:31:20,63.3
2025-06-17 19:31:22,63.4
2025-06-17 19:31:24,63.3
2025-06-17 19:31:26,63.3
