timestamp,temperatura
2025-06-17 18:04:10,13.1
2025-06-17 18:04:12,13.0
2025-06-17 18:04:14,13.0
2025-06-17 18:04:16,13.0
2025-06-17 18:04:18,13.0
2025-06-17 18:04:21,13.1
2025-06-17 18:04:22,13.1
2025-06-17 18:04:24,13.0
2025-06-17 18:04:26,13.0
2025-06-17 18:04:28,13.0
2025-06-17 18:04:30,13.0
2025-06-17 18:04:32,13.1
2025-06-17 18:04:35,13.0
2025-06-17 18:04:37,13.1
2025-06-17 18:04:38,13.1
2025-06-17 18:04:41,13.1
2025-06-17 18:04:42,13.0
2025-06-17 18:04:44,13.0
2025-06-17 18:04:54,13.0
2025-06-17 18:04:55,13.0
2025-06-17 18:04:56,13.0
2025-06-17 18:04:57,13.0
2025-06-17 18:04:57,13.1
2025-06-17 18:04:58,13.0
2025-06-17 18:05:00,13.1
2025-06-17 18:05:00,13.0
2025-06-17 18:05:02,13.0
2025-06-17 18:05:04,13.0
2025-06-17 18:05:07,13.0
2025-06-17 18:05:09,13.0
2025-06-17 18:05:11,13.0
2025-06-17 18:05:12,13.0
2025-06-17 18:05:14,13.0
2025-06-17 18:05:16,13.0
2025-06-17 18:05:18,13.0
2025-06-17 18:05:20,13.0
2025-06-17 18:05:23,13.0
2025-06-17 18:05:24,13.0
2025-06-17 18:05:26,13.0
2025-06-17 18:05:29,13.0
2025-06-17 18:05:31,13.0
2025-06-17 18:05:34,13.0
2025-06-17 18:05:35,13.0
2025-06-17 18:05:36,13.0
2025-06-17 18:05:38,13.0
2025-06-17 18:05:40,13.0
2025-06-17 18:05:42,13.0
2025-06-17 18:05:44,13.0
2025-06-17 18:05:46,13.0
2025-06-17 18:05:48,13.0
2025-06-17 18:05:51,13.0
2025-06-17 18:05:52,13.0
2025-06-17 18:05:54,13.0
2025-06-17 18:05:56,13.0
2025-06-17 18:05:58,13.0
2025-06-17 18:06:00,13.0
2025-06-17 18:06:02,13.0
2025-06-17 18:06:04,13.0
2025-06-17 18:06:06,13.0
2025-06-17 18:06:09,13.0
2025-06-17 18:06:10,13.0
2025-06-17 18:06:13,13.0
2025-06-17 18:06:16,13.0
2025-06-17 18:06:16,13.0
2025-06-17 18:06:19,13.0
2025-06-17 18:06:23,13.0
2025-06-17 18:06:26,12.9
2025-06-17 18:06:28,13.0
2025-06-17 18:06:29,13.0
2025-06-17 18:06:29,13.0
2025-06-17 18:06:37,13.0
2025-06-17 18:06:38,13.0
2025-06-17 18:06:44,13.0
2025-06-17 18:06:44,13.0
2025-06-17 18:06:44,12.9
2025-06-17 18:06:44,13.0
2025-06-17 18:06:48,12.9
2025-06-17 18:06:49,12.9
2025-06-17 18:06:50,12.9
2025-06-17 18:06:52,12.9
2025-06-17 18:06:56,12.9
2025-06-17 18:06:58,13.0
2025-06-17 18:06:58,13.0
2025-06-17 18:07:10,13.0
2025-06-17 18:07:11,12.9
2025-06-17 18:07:14,13.0
2025-06-17 18:07:15,13.0
2025-06-17 18:07:15,13.0
2025-06-17 18:07:16,13.0
2025-06-17 18:07:17,12.9
2025-06-17 18:07:20,12.9
2025-06-17 18:07:20,13.0
2025-06-17 18:07:22,13.0
2025-06-17 18:07:25,13.0
2025-06-17 18:07:27,13.0
2025-06-17 18:07:29,12.9
2025-06-17 18:07:30,12.9
2025-06-17 18:07:34,12.9
2025-06-17 18:07:35,13.0
2025-06-17 18:07:37,13.0
2025-06-17 18:07:38,12.9
2025-06-17 18:07:42,12.9
2025-06-17 18:07:43,12.9
2025-06-17 18:07:46,12.9
2025-06-17 18:07:49,13.0
2025-06-17 18:07:49,12.9
2025-06-17 18:07:54,12.9
2025-06-17 18:07:55,12.9
2025-06-17 18:07:56,12.9
2025-06-17 18:07:57,12.9
2025-06-17 18:07:58,12.9
2025-06-17 18:08:00,12.9
2025-06-17 18:08:02,12.9
2025-06-17 18:08:05,12.9
2025-06-17 18:08:06,12.9
2025-06-17 18:08:19,12.9
2025-06-17 18:08:26,12.9
2025-06-17 18:08:26,12.9
2025-06-17 18:08:27,12.9
2025-06-17 18:08:27,12.9
2025-06-17 18:08:28,12.8
2025-06-17 18:08:29,12.9
2025-06-17 18:08:31,12.9
2025-06-17 18:08:33,12.9
2025-06-17 18:08:35,12.9
2025-06-17 18:08:38,12.9
2025-06-17 18:08:39,12.9
2025-06-17 18:08:40,12.9
2025-06-17 18:08:42,12.9
2025-06-17 18:08:46,12.9
2025-06-17 18:08:48,12.9
2025-06-17 18:08:48,12.9
2025-06-17 18:08:51,12.9
2025-06-17 18:08:52,12.8
2025-06-17 18:08:54,12.9
2025-06-17 18:15:50,12.6
2025-06-17 18:15:59,12.6
2025-06-17 18:16:01,12.6
2025-06-17 18:25:49,12.4
2025-06-17 18:25:52,12.4
2025-06-17 18:25:54,12.5
2025-06-17 18:25:55,12.4
2025-06-17 18:25:57,12.5
2025-06-17 18:26:02,12.5
2025-06-17 18:26:04,12.5
2025-06-17 18:26:05,12.4
2025-06-17 18:26:09,12.5
2025-06-17 18:26:09,12.5
2025-06-17 18:26:11,12.5
2025-06-17 18:26:14,12.5
2025-06-17 18:26:17,12.5
2025-06-17 18:26:21,12.4
2025-06-17 18:26:25,12.4
2025-06-17 18:26:25,12.4
2025-06-17 18:26:26,12.5
2025-06-17 18:26:26,12.5
2025-06-17 18:26:27,12.4
2025-06-17 18:26:34,12.5
2025-06-17 18:26:36,12.5
2025-06-17 18:26:37,12.5
2025-06-17 18:26:42,12.5
2025-06-17 18:26:42,12.5
2025-06-17 18:26:42,12.5
2025-06-17 18:26:45,12.4
2025-06-17 18:26:45,12.5
2025-06-17 18:29:37,12.4
2025-06-17 18:29:40,12.4
2025-06-17 18:29:42,12.4
2025-06-17 18:29:44,12.4
2025-06-17 18:29:46,12.4
2025-06-17 18:29:48,12.4
2025-06-17 18:29:50,12.4
2025-06-17 18:29:54,12.4
2025-06-17 18:29:54,12.4
2025-06-17 18:29:58,12.4
2025-06-17 18:29:58,12.4
2025-06-17 18:30:01,12.4
2025-06-17 18:30:07,12.4
2025-06-17 18:30:08,12.4
2025-06-17 18:30:08,12.4
2025-06-17 18:30:09,12.4
2025-06-17 18:30:10,12.4
2025-06-17 18:30:11,12.4
2025-06-17 18:30:15,12.4
2025-06-17 18:30:16,12.4
2025-06-17 18:30:18,12.4
2025-06-17 18:30:19,12.4
2025-06-17 18:30:21,12.4
2025-06-17 18:30:23,12.3
2025-06-17 18:30:25,12.4
2025-06-17 18:30:28,12.4
2025-06-17 18:30:31,12.4
2025-06-17 18:30:32,12.3
2025-06-17 18:30:33,12.3
2025-06-17 18:30:38,12.4
2025-06-17 18:30:38,12.4
2025-06-17 18:30:44,12.4
2025-06-17 18:30:48,12.4
2025-06-17 18:30:50,12.3
2025-06-17 18:30:51,12.3
2025-06-17 18:30:54,12.3
2025-06-17 18:30:58,12.3
2025-06-17 18:30:58,12.3
2025-06-17 18:31:02,12.3
2025-06-17 18:31:02,12.4
2025-06-17 18:31:05,12.3
2025-06-17 18:31:05,12.4
2025-06-17 18:31:14,12.3
2025-06-17 18:31:14,12.3
2025-06-17 18:31:14,12.3
2025-06-17 18:31:14,12.3
2025-06-17 18:31:15,12.3
2025-06-17 18:31:15,12.3
2025-06-17 18:31:17,12.3
2025-06-17 18:31:19,12.3
2025-06-17 18:31:22,12.3
2025-06-17 18:31:23,12.3
2025-06-17 18:31:26,12.3
2025-06-17 18:31:28,12.3
2025-06-17 18:31:30,12.3
2025-06-17 18:31:32,12.3
2025-06-17 18:31:34,12.3
2025-06-17 18:31:36,12.3
2025-06-17 18:31:37,12.3
2025-06-17 18:31:41,12.3
2025-06-17 18:31:42,12.3
2025-06-17 18:31:44,12.3
2025-06-17 18:31:45,12.3
2025-06-17 18:31:48,12.4
2025-06-17 18:31:49,12.3
2025-06-17 18:31:52,12.3
2025-06-17 18:31:53,12.3
2025-06-17 18:31:56,12.3
2025-06-17 18:31:58,12.3
2025-06-17 18:32:03,12.3
2025-06-17 18:32:03,12.3
2025-06-17 18:32:05,12.3
2025-06-17 18:32:06,12.3
2025-06-17 18:32:07,12.3
2025-06-17 18:32:09,12.3
2025-06-17 18:32:11,12.3
2025-06-17 18:32:13,12.3
2025-06-17 18:32:17,12.3
2025-06-17 18:32:18,12.3
2025-06-17 18:32:25,12.3
